2024-08-01T00:00:00.097000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000378341
2024-10-12T16:00:00.024000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001441846
2024-10-12T17:00:00.144000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003131562
2024-10-12T18:00:00.018000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003559395
2024-10-12T19:00:00.065000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002881538
2024-10-12T20:00:00.068000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003497453
2024-10-12T21:00:00.040000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003551835
2024-10-12T22:00:00.015000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000310592
2024-10-12T23:00:00.046000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002596613
2024-10-13T00:00:00.048000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002828221
2024-10-13T01:00:00.070000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003667085
2024-10-13T02:00:00.125000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003756288
2024-10-13T03:00:00.127000+00:00 → rate: 0.00000933, annualized: 8.1703%, premium: -0.0004253859
2024-10-13T04:00:00.082000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002684943
2024-10-13T05:00:00.072000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002198592
2024-10-13T06:00:00.058000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001968836
2024-10-13T07:00:00.032000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000158338
2024-10-13T08:00:00+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001702041
2024-10-13T09:00:00.070000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001491249
2024-10-13T10:00:00.114000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002336254
2024-10-13T11:00:00.164000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001846749
2024-10-13T12:00:00.014000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001787059
2024-10-13T13:00:00.058000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001898388
2024-10-13T14:00:00.051000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002211585
2024-10-13T15:00:00.010000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000194804
2024-10-13T16:00:00.013000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003865725
2024-10-13T17:00:00.033000+00:00 → rate: 0.00000945, annualized: 8.2771%, premium: -0.0004244103
2024-10-13T18:00:00.036000+00:00 → rate: -0.00000241, annualized: -2.1094%, premium: -0.0005192636
2024-10-13T19:00:00.030000+00:00 → rate: -0.00000241, annualized: -2.1114%, premium: -0.0005192823
2024-10-13T20:00:00.156000+00:00 → rate: -0.00000223, annualized: -1.9546%, premium: -0.0005178504
2024-10-13T21:00:00.050000+00:00 → rate: 0.00000236, annualized: 2.0677%, premium: -0.0004811165
2024-10-13T22:00:00.006000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003549513
2024-10-13T23:00:00.011000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000321012
2024-10-14T00:00:00.065000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003584406
2024-10-14T01:00:00.104000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003759889
2024-10-14T02:00:00.008000+00:00 → rate: 0.00001002, annualized: 8.7756%, premium: -0.0004198576
2024-10-14T03:00:00.093000+00:00 → rate: -0.00001122, annualized: -9.8279%, premium: -0.000589753
2024-10-14T04:00:00.045000+00:00 → rate: -0.00000242, annualized: -2.1218%, premium: -0.0005193773
2024-10-14T05:00:00.132000+00:00 → rate: -0.00000740, annualized: -6.4853%, premium: -0.0005592264
2024-10-14T06:00:00.011000+00:00 → rate: -0.00001255, annualized: -10.9973%, premium: -0.000600432
2024-10-14T07:00:00.089000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002721653
2024-10-14T08:00:00.103000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003330772
2024-10-14T09:00:00.064000+00:00 → rate: 0.00000472, annualized: 4.1341%, premium: -0.0004622458
2024-10-14T10:00:00.030000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003614501
2024-10-14T11:00:00.009000+00:00 → rate: 0.00000182, annualized: 1.5912%, premium: -0.0004854686
2024-10-14T12:00:00.067000+00:00 → rate: -0.00000070, annualized: -0.6109%, premium: -0.0005055793
2024-10-14T13:00:00.086000+00:00 → rate: 0.00000535, annualized: 4.6882%, premium: -0.0004571855
2024-10-14T14:00:00.060000+00:00 → rate: 0.00000421, annualized: 3.6891%, premium: -0.0004663094
2024-10-14T15:00:00.006000+00:00 → rate: 0.00000627, annualized: 5.4911%, premium: -0.0004498528
2024-10-14T16:00:00.125000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003174546
2024-10-14T17:00:00.003000+00:00 → rate: 0.00000627, annualized: 5.4960%, premium: -0.0004498079
2024-10-14T18:00:00.031000+00:00 → rate: -0.00000104, annualized: -0.9091%, premium: -0.0005083022
2024-10-14T19:00:00.023000+00:00 → rate: 0.00001092, annualized: 9.5680%, premium: -0.0004126207
2024-10-14T20:00:00.031000+00:00 → rate: 0.00000498, annualized: 4.3610%, premium: -0.0004601734
2024-10-14T21:00:00.084000+00:00 → rate: 0.00001118, annualized: 9.7916%, premium: -0.0004105789
2024-10-14T22:00:00.143000+00:00 → rate: 0.00000343, annualized: 3.0035%, premium: -0.0004725709
2024-10-14T23:00:00.095000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000337505
2024-10-15T00:00:00.034000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001505129
2024-10-15T01:00:00.040000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001890489
2024-10-15T02:00:00.112000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001628098
2024-10-15T03:00:00.010000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001834006
2024-10-15T04:00:00.082000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000173335
2024-10-15T05:00:00.114000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000457254
2024-10-15T06:00:00.031000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001146415
2024-10-15T07:00:00.025000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000842044
2024-10-15T08:00:00.002000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000033632
2024-10-15T09:00:00.167000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000273271
2024-10-15T10:00:00.108000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001860678
2024-10-15T11:00:00.005000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002058463
2024-10-15T12:00:00.111000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003350751
2024-10-15T13:00:00.040000+00:00 → rate: 0.00000190, annualized: 1.6616%, premium: -0.000484826
2024-10-15T14:00:00.077000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003675091
2024-10-15T15:00:00.031000+00:00 → rate: -0.00000495, annualized: -4.3373%, premium: -0.0005396103
2024-10-15T16:00:00.098000+00:00 → rate: -0.00001186, annualized: -10.3892%, premium: -0.0005948787
2024-10-15T17:00:00.168000+00:00 → rate: -0.00000985, annualized: -8.6310%, premium: -0.000578822
2024-10-15T18:00:00.005000+00:00 → rate: -0.00001803, annualized: -15.7925%, premium: -0.0006442243
2024-10-15T19:00:00.082000+00:00 → rate: -0.00000069, annualized: -0.6033%, premium: -0.0005055099
2024-10-15T20:00:00.084000+00:00 → rate: -0.00001323, annualized: -11.5883%, premium: -0.0006058297
2024-10-15T21:00:00.031000+00:00 → rate: -0.00001252, annualized: -10.9672%, premium: -0.0006001566
2024-10-15T22:00:00+00:00 → rate: -0.00001338, annualized: -11.7200%, premium: -0.0006070323
2024-10-15T23:00:00.120000+00:00 → rate: -0.00001036, annualized: -9.0722%, premium: -0.0005828512
2024-10-16T00:00:00.101000+00:00 → rate: -0.00002023, annualized: -17.7241%, premium: -0.000661864
2024-10-16T01:00:00.078000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000236208
2024-10-16T02:00:00.002000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001468942
2024-10-16T03:00:00.020000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000709996
2024-10-16T04:00:00.072000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001886824
2024-10-16T05:00:00.027000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001054316
2024-10-16T06:00:00.021000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000541736
2024-10-16T07:00:00.134000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000935445
2024-10-16T08:00:00.126000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001430014
2024-10-16T09:00:00.049000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000882106
2024-10-16T10:00:00.021000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001545392
2024-10-16T11:00:00.130000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000104765
2024-10-16T12:00:00.166000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000313727
2024-10-16T13:00:00.079000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000396624
2024-10-16T14:00:00.027000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000131612
2024-10-16T15:00:00.116000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000757004
2024-10-16T16:00:00.142000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001827342
2024-10-16T17:00:00.100000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000240051
2024-10-16T18:00:00.014000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000182598
2024-10-16T19:00:00.016000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000901964
2024-10-16T20:00:00.047000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000246477
2024-10-16T21:00:00.154000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.00019076
2024-10-16T22:00:00.023000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002712811
2024-10-16T23:00:00.048000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002377113
2024-10-17T00:00:00.002000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002158664
2024-10-17T01:00:00.113000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002567446
2024-10-17T02:00:00.019000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001991625
2024-10-17T03:00:00.160000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002229151
2024-10-17T04:00:00.166000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003310242
2024-10-17T05:00:00.031000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000358882
2024-10-17T06:00:00.001000+00:00 → rate: 0.00000918, annualized: 8.0419%, premium: -0.0004265574
2024-10-17T07:00:00.068000+00:00 → rate: 0.00000476, annualized: 4.1705%, premium: -0.0004619128
2024-10-17T08:00:00.107000+00:00 → rate: 0.00000277, annualized: 2.4270%, premium: -0.0004778351
2024-10-17T09:00:00.085000+00:00 → rate: 0.00000418, annualized: 3.6582%, premium: -0.0004665924
2024-10-17T10:00:00.024000+00:00 → rate: 0.00000883, annualized: 7.7325%, premium: -0.0004293838
2024-10-17T11:00:00.072000+00:00 → rate: 0.00000421, annualized: 3.6866%, premium: -0.0004663332
2024-10-17T12:00:00.141000+00:00 → rate: 0.00000335, annualized: 2.9324%, premium: -0.0004732202
2024-10-17T13:00:00.021000+00:00 → rate: -0.00000368, annualized: -3.2225%, premium: -0.0005294299
2024-10-17T14:00:00.045000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003539224
2024-10-17T15:00:00.082000+00:00 → rate: 0.00001139, annualized: 9.9753%, premium: -0.000408902
2024-10-17T16:00:00.081000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001845046
2024-10-17T17:00:00.060000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003434289
2024-10-17T18:00:00.114000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000289456
2024-10-17T19:00:00.015000+00:00 → rate: 0.00000526, annualized: 4.6065%, premium: -0.000457931
2024-10-17T20:00:00.088000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003546711
2024-10-17T21:00:00+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003171961
2024-10-17T22:00:00.007000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002383682
2024-10-17T23:00:00.035000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003287008
2024-10-18T00:00:00.105000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003455452
2024-10-18T01:00:00.005000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003796684
2024-10-18T02:00:00.068000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003103929
2024-10-18T03:00:00.089000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000177648
2024-10-18T04:00:00.024000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001585513
2024-10-18T05:00:00.137000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001031416
2024-10-18T06:00:00.154000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001661164
2024-10-18T07:00:00.094000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.000098677
2024-10-18T08:00:00.140000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.000082701
2024-10-18T09:00:00.036000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.000167388
2024-10-18T10:00:00.059000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000871201
2024-10-18T11:00:00.159000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000332823
2024-10-18T12:00:00.056000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000396392
2024-10-18T13:00:00.001000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000043297
2024-10-18T14:00:00.119000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000088119
2024-10-18T15:00:00.167000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000006805
2024-10-18T16:00:00.035000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001356643
2024-10-18T17:00:00.092000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001763219
2024-10-18T18:00:00.014000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.000229641
2024-10-18T19:00:00.020000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0002563079
2024-10-18T20:00:00.020000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.000149399
2024-10-18T21:00:00.025000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000754154
2024-10-18T22:00:00.017000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001271692
2024-10-18T23:00:00.039000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000069683
2024-10-19T00:00:00.020000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000111974
2024-10-19T01:00:00.019000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000061306
2024-10-19T02:00:00.011000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000182524
2024-10-19T03:00:00.028000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000101194
2024-10-19T04:00:00.039000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001412925
2024-10-19T05:00:00.130000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001068348
2024-10-19T06:00:00.177000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001071135
2024-10-19T07:00:00.007000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000156585
2024-10-19T08:00:00.023000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001436235
2024-10-19T09:00:00.032000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001099563
2024-10-19T10:00:00.105000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000828769
2024-10-19T11:00:00.035000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001372535
2024-10-19T12:00:00.010000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001424969
2024-10-19T13:00:00.143000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000301736
2024-10-19T14:00:00.094000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000012065
2024-10-19T15:00:00.058000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001391621
2024-10-19T16:00:00.034000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.000158844
2024-10-19T17:00:00.024000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000438329
2024-10-19T18:00:00.153000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000317197
2024-10-19T19:00:00.137000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000289592
2024-10-19T20:00:00.168000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000170308
2024-10-19T21:00:00.104000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000028938
2024-10-19T22:00:00+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000610225
2024-10-19T23:00:00.068000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000809567
2024-10-20T00:00:00.046000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001051756
2024-10-20T01:00:00.082000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001095754
2024-10-20T02:00:00.011000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000151847
2024-10-20T03:00:00.158000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000092296
2024-10-20T04:00:00.040000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000365707
2024-10-20T05:00:00.023000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000181563
2024-10-20T06:00:00.021000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000138548
2024-10-20T07:00:00.106000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000021736
2024-10-20T08:00:00.091000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001403983
2024-10-20T09:00:00.159000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000847355
2024-10-20T10:00:00.037000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002562872
2024-10-20T11:00:00.039000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002280893
2024-10-20T12:00:00.125000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003499611
